"","geneid","SRR1177981","SRR1177982","SRR1177983","SRR1178008","SRR1178009","SRR1178010","SRR1178014","SRR1178021","SRR1178047"
"8006","NM_001108071","17","9","19","16","6","2","25","17","19"
"8007","NM_130829","60","80","76","75","166","101","135","158","162"
"8008","NM_031725","447","490","507","542","555","822","1417","1634","1952"
"8009","NM_173131","0","0","0","0","0","0","0","0","0"
"8010","NM_001100903","1728","1577","1716","1947","1724","1708","1753","2162","2285"
"8011","NM_001271352","0","14","8","10","0","2","24","28","39"
"8012","NM_020087","82","62","48","48","50","104","116","54","136"
"8013","NM_001191986","166","322","220","213","83","148","377","277","486"
"8014","NM_001126281","79","46","48","82","105","60","129","114","189"
"8015","NM_001108076","135","87","76","179","52","115","159","151","258"
"8016","NM_207614","709","912","881","1159","1226","1019","1257","1890","2019"
"8017","NM_001108740","48","60","72","45","18","196","245","370","234"
"8018","NM_001191878","188","199","245","333","301","288","467","641","728"
"8019","NM_001106774","55","122","129","140","143","598","106","68","70"
"8020","NM_001108079","7","6","2","4","6","6","8","8","8"
"8021","NM_001108741","541","541","411","560","854","1069","713","868","680"
"8022","NM_001191778","3041","2615","2265","6712","2732","4580","2267","3251","3420"
"8023","NM_031553","371","527","636","334","279","429","565","611","641"
"8024","NM_001134887","197","205","374","411","661","330","409","719","705"
"8025","NM_001246357","829","1124","1330","1254","687","1193","1602","1191","1170"
"8026","NM_001106776","456","621","455","451","576","500","669","862","845"
"8027","NM_001173427","52","42","30","130","76","152","69","82","135"
"8028","NM_001106778","0","2","0","0","0","0","0","0","0"
"8029","NM_001100758","2","2","5","0","0","0","1","3","2"
"8030","NM_001191779","277","257","351","523","685","511","609","1041","1227"
"8031","NM_001191780","709","776","891","886","921","969","1046","1377","1273"
"8032","NM_001106780","6","14","1","12","12","6","4","2","4"
"8033","NM_017159","3880","4921","4537","1023","5375","336","1924","1659","1738"
"8034","NM_145780","223","248","314","285","335","344","575","678","746"
"8035","NM_001108083","0","0","2","0","2","2","5","0","0"
"8036","NM_001137645","73","72","64","83","53","85","141","145","264"
"8037","NM_001108084","501","531","585","1784","560","522","1177","501","1163"
"8038","NM_001014266","323","295","330","253","324","274","754","1009","944"
"8039","NM_053598","4747","6512","6516","7575","22880","7345","6510","9051","6810"
"8040","NM_001108087","0","0","0","0","0","0","0","0","0"
"8041","NM_053311","671","452","721","1016","1182","1034","828","1151","1140"
"8042","NM_001135755","70","66","85","58","27","78","92","118","212"
"8043","NM_001024352","0","0","0","0","0","0","0","0","0"
"8044","NM_001135814","0","0","0","0","0","0","0","0","0"
"8045","NM_172321","0","0","0","0","0","0","0","0","0"
"8046","NM_001108089","118","161","144","115","142","136","155","186","189"
"8047","NM_001108091","1352","1552","1819","2664","1181","1643","1582","1406","1371"
"8048","NM_001108745","64","49","63","55","17","22","47","36","58"
"8049","NM_053514","172","233","280","186","46","243","62","37","28"
"8050","NM_033485","463","536","586","363","339","337","868","817","1412"
"8051","NM_053890","461","392","545","755","520","494","926","1179","1333"
"8052","NM_022925","0","0","0","0","0","0","0","0","0"
"8053","NM_001033680","0","0","0","0","3","11","1","0","6"
"8054","NM_001191782","133","85","70","52","74","52","56","59","55"
"8055","NM_001039340","232","195","267","220","266","231","302","427","332"
"8056","NM_001309455","544","605","708","530","623","641","907","1388","1114"
"8057","NM_001108991","234","328","273","188","117","165","214","66","69"
"8058","NM_173839","0","0","0","0","0","0","0","0","0"
"8059","NM_001106784","8","10","6","19","4","12","8","6","4"
"8060","NM_001011988","468","551","511","714","582","596","667","934","915"
"8061","NM_017313","671","874","767","740","1087","669","968","1121","1145"
"8062","NM_001108099","505","601","632","801","569","468","1067","2160","2270"
"8063","NM_032069","2","2","0","0","0","0","0","0","0"
"8064","NM_001011989","1355","1418","1283","1827","2042","1374","2126","2009","2200"
"8065","NM_001191784","29","22","27","18","15","26","55","23","44"
"8066","NM_001127567","4","9","2","0","2","0","6","0","0"
"8067","NM_001040176","1429","1387","1751","1569","1924","2256","2043","2713","2610"
"8068","NM_001271079","250","228","217","173","276","278","419","593","755"
"8069","NM_017302","744","907","785","810","1202","862","1067","1253","1183"
"8070","NM_001044250","858","1042","816","950","693","1031","926","1281","1554"
"8071","NM_001170566","969","1082","928","841","1023","1196","1284","1513","1233"
"8072","NM_001130557","2521","2689","2548","2729","2379","2589","2867","2669","2816"
"8073","NM_199208","2545","6188","5049","2361","24697","7717","1634","1429","1589"
"8074","NM_001012113","546","624","587","604","756","658","971","1050","1302"
"8075","NM_031640","4106","5949","5343","3478","2327","2479","3326","2188","2085"
"8076","NM_001130559","250","155","125","241","292","197","418","549","586"
"8077","NM_031735","238","256","260","219","200","334","315","431","470"
"8078","NM_001282325","267","379","304","294","287","289","454","588","661"
"8079","NM_001024371","356","253","342","367","414","497","114","417","430"
"8080","NM_001134527","26","8","8","21","14","31","49","28","26"
"8081","NM_022585","0","0","1","0","2","0","1","2","0"
"8082","NM_001301702","0","0","0","0","0","0","0","0","0"
"8083","NM_053945","0","0","0","0","2","4","4","4","2"
"8084","NM_001130536","175","144","116","275","168","195","225","368","417"
"8085","NM_001197907","2","3","1","2","2","3","3","1","0"
"8086","NM_057153","10","6","10","3","17","10","7","2","2"
"8087","NM_053546","29","14","14","50","8","8","17","27","20"
"8088","NM_001113785","712","939","819","833","968","921","1164","1303","1140"
"8089","NM_001130575","0","0","0","0","0","0","0","0","0"
"8090","NM_001011990","1200","1421","1450","1544","1932","1717","2692","3841","3963"
"8091","NM_013047","2","2","2","0","0","0","2","0","4"
"8092","NM_001034931","54","68","47","58","16","20","42","52","76"
"8093","NM_001130539","104","142","96","59","117","133","140","213","179"
"8094","NM_001130538","1","0","0","2","0","0","0","0","0"
"8095","NM_001130562","0","0","0","2","0","0","2","0","0"
"8096","NM_001130540","572","536","532","1373","1041","744","1163","1146","1661"
"8097","NM_198786","1878","1948","2011","2592","1884","2658","6356","4639","5447"
"8098","NM_001130541","1043","906","1010","1027","224","510","1166","612","838"
"8099","NM_001130548","1426","1324","1320","1008","263","440","1099","910","1179"
"8100","NM_057104","3740","5635","3960","4126","4919","2737","3025","1964","881"
"8101","NM_001130717","3","36","22","9","9","18","16","46","51"
"8102","NM_133620","902","894","962","798","897","965","1102","1302","1193"
"8103","NM_001271056","232","229","236","194","192","261","252","238","361"
"8104","NM_001127578","1978","2207","2524","3050","3585","2986","3198","3783","3337"
"8105","NM_001134842","266","398","297","370","137","260","388","276","570"
"8106","NM_001100995","190","214","146","210","262","190","314","398","517"
"8107","NM_001130563","2773","3271","3469","6004","5355","4184","4749","5917","3838"
"8108","NM_001024876","186","247","262","202","205","175","331","388","486"
"8109","NM_001044245","371","406","361","395","296","222","543","485","723"
"8110","NM_001126267","271","271","248","305","252","314","323","458","548"
"8111","NM_017142","0","0","0","0","0","0","0","0","0"
"8112","NM_001130564","1189","1150","1348","1344","1253","1414","1633","1891","1880"
"8113","NM_031597","4","0","0","18","2","10","12","6","2"
"8114","NM_030988","0","0","0","0","0","0","0","0","0"
"8115","NM_178097","39","42","48","65","33","76","48","56","97"
"8116","NM_001270783","0","0","0","0","0","0","0","0","0"
"8117","NM_001011991","94","130","98","192","281","217","180","340","1077"
"8118","NM_001134957","189","169","139","231","128","137","177","162","256"
"8119","NM_022249","62","30","21","44","8","32","53","44","52"
"8120","NM_001034156","504","476","473","729","585","422","698","654","849"
"8121","NM_013081","916","1005","974","1255","1225","1095","1582","1761","1967"
"8122","NM_012537","0","0","0","0","0","0","0","0","0"
"8123","NM_001134865","235","241","253","160","213","207","231","295","388"
"8124","NM_001011993","395","562","471","386","560","409","775","653","663"
"8125","NM_053437","530","713","579","674","1367","752","1243","1242","1476"
"8126","NM_001130572","42","32","54","8","2","18","26","52","106"
"8127","NM_173122","136","145","113","137","150","186","161","214","242"
"8128","NM_139108","392","549","499","506","404","490","722","919","722"
"8129","NM_001025066","554","541","362","1919","221","270","491","1310","1818"
"8130","NM_001191787","19","34","15","14","6","36","20","26","39"
"8131","NM_053351","0","0","0","0","0","0","0","0","0"
"8132","NM_133555","185","149","150","348","451","1064","110","111","328"
"8133","NM_001305877","28","60","40","59","28","61","146","133","165"
"8134","NM_001008384","234","188","159","266","208","359","270","260","422"
"8135","NM_001135913","0","0","0","0","0","0","0","0","0"
"8136","NM_020084","0","0","0","0","0","2","0","0","0"
"8137","NM_001034944","2","0","2","2","0","8","2","2","11"
"8138","NM_138845","1237","1218","1392","1285","1504","1438","1833","2173","2096"
"8139","NM_198787","260","262","278","420","379","480","336","408","460"
"8140","NM_001244855","1203","1224","1461","2652","880","1450","2606","3539","4189"
"8141","NM_001034135","764","879","948","924","1160","1045","1618","2158","1958"
"8142","NM_001126269","497","691","577","750","1084","975","1036","1315","1033"
"8143","NM_001130555","2","0","2","0","1","2","0","1","5"
"8144","NM_001008323","121","176","90","202","438","356","360","574","673"
"8145","NM_130740","838","1013","1015","1219","1154","1082","1687","1949","2387"
"8146","NM_001191788","322","401","355","443","344","345","610","727","777"
"8147","NM_001130574","528","549","540","728","493","553","986","1056","1263"
"8148","NM_001130511","10","2","6","10","0","0","4","4","0"
"8149","NM_001134780","124","175","152","332","222","284","534","503","771"
"8150","NM_001282324","277","61","43","106","10","3","658","194","508"
"8151","NM_001130680","9","8","15","6","12","2","6","5","16"
"8152","NM_133313","1106","1405","1160","1098","978","1069","1848","2636","2635"
"8153","NM_001173336","31","20","28","37","42","50","104","168","262"
"8154","NM_001130500","124","149","73","137","2","10","66","112","301"
"8155","NM_001191991","2","5","2","4","0","2","2","2","6"
"8156","NM_001108103","710","744","758","711","908","739","775","1024","958"
"8157","NM_001085485","1100","1816","1422","1129","1014","1050","1315","1319","1210"
"8158","NM_001106789","880","1216","984","1035","910","897","1329","1373","1291"
"8159","NM_001108105","0","522","4","0","857","4","4","4","2"
"8160","NM_001024877","434","564","510","543","546","528","776","920","1010"
"8161","NM_133611","18","10","40","16","14","20","26","26","24"
"8162","NM_001191789","35","18","14","34","20","46","53","48","72"
"8163","NM_057118","0","0","2","0","0","0","2","2","2"
"8164","NM_001309489","0","0","0","0","0","0","0","0","0"
"8165","NM_001108107","0","0","0","0","0","0","0","0","0"
"8166","NM_001100887","573","641","746","562","797","828","690","955","875"
"8167","NM_001034940","168","198","165","179","263","198","290","321","325"
"8168","NM_031070","0","0","0","0","0","0","0","0","0"
"8169","NM_001271170","973","1077","1196","1421","1177","951","1288","1725","1841"
"8170","NM_001108108","420","544","374","640","417","306","760","740","885"
"8171","NM_001039454","131","201","127","197","75","123","160","128","186"
"8172","NM_017058","2","2","0","8","0","0","0","9","10"
"8173","NM_031715","102","75","82","109","35","36","100","73","106"
"8174","NM_019381","9109","12905","9950","8639","7721","6611","16192","16997","17205"
"8175","NM_001191615","1344","1490","1361","1036","534","745","1532","1734","1319"
"8176","NM_001105746","65","107","57","72","78","66","70","104","119"
"8177","NM_019266","8","5","8","10","8","19","9","15","8"
"8178","NM_001101675","0","0","0","0","0","0","0","0","0"
"8179","NM_001126282","288","366","366","394","446","420","590","594","724"
"8180","NM_012655","1390","1258","1341","1332","1365","1434","1724","1838","1905"
"8181","NM_001108115","199","192","210","256","172","239","331","354","442"
"8182","NM_153728","879","1358","1069","1187","817","1037","3406","4402","4179"
"8183","NM_001109288","0","0","0","0","0","0","0","0","0"
"8184","NM_001191909","45","40","90","114","95","79","99","158","177"
"8185","NM_001135003","310","330","290","430","276","318","381","491","441"
"8186","NM_173305","2682","1094","2520","912","4464","2398","906","1468","1750"
"8187","NM_001198580","101","160","168","178","227","205","218","271","361"
"8188","NM_001105939","4","2","4","10","8","6","6","10","13"
"8189","NM_134364","24860","33570","25190","33346","29819","22254","37601","33105","33361"
"8190","NM_001130989","2416","3186","3133","5720","3541","3276","5530","6104","7132"
"8191","NM_001198562","3","1","2","1","3","3","119","9","8"
"8192","NM_001107158","868","885","1033","936","1189","1099","1085","1520","1669"
"8193","NM_001037765","422","505","439","491","547","520","729","828","800"
"8194","NM_001270787","15","17","22","4","55","6","8","5","0"
"8195","NM_001270786","0","0","0","0","0","0","0","0","0"
"8196","NM_138904","6","7","15","3","33","1","2","4","4"
"8197","NM_001105719","3","0","0","0","6","5","2","4","1"
"8198","NM_031340","221","297","256","117","76","137","194","274","365"
"8199","NM_001024351","1906","5161","2254","6737","1357","5244","4706","1061","465"
"8200","NM_001009385","2193","3539","2574","2659","3488","3437","4155","1216","1155"
"8201","NM_001108727","276","298","283","228","54","119","258","209","160"
"8202","NM_001244819","1","9","5","9","5","11","23","16","18"
"8203","NM_001077585","1071","1142","1065","1218","986","1161","1616","2228","2025"
"8204","NM_130755","881","980","881","1296","808","897","1873","1987","2299"
"8205","NM_130410","4","2","6","18","0","12","23","23","375"
"8206","NM_001108728","184","113","205","143","154","96","241","320","446"
"8207","NM_001191875","255","299","436","386","377","444","412","520","594"
"8208","NM_001034939","21","45","34","19","39","37","61","59","45"
"8209","NM_001008862","788","908","897","687","724","1013","862","929","963"
"8210","NM_001100983","0","0","0","0","0","0","0","0","0"
"8211","NM_017249","739","816","709","891","464","978","1313","1715","2352"
"8212","NM_001109486","12","18","23","21","35","23","22","31","47"
"8213","NM_001012195","193","197","217","302","262","296","338","403","413"
"8214","NM_001109484","0","0","0","0","0","0","0","0","0"
"8215","NM_139083","2877","3750","2658","2943","4221","4177","4999","10869","11091"
"8216","NM_017218","2250","3777","2545","3680","2150","2280","2874","3554","3113"
"8217","NM_013224","37","49","38","52","55","79","148","136","191"
"8218","NM_001191090","84","118","110","158","113","123","136","142","148"
"8219","NM_001004206","779","854","885","1055","970","1073","1971","2777","3550"
"8220","NM_199501","270","372","401","195","194","218","249","336","333"
"8221","NM_080787","673","725","752","544","422","416","661","933","761"
"8222","NM_001079936","2950","3473","2973","2730","2080","2559","3652","3537","3818"
"8223","NM_031127","2376","2904","2353","1990","2283","1152","2337","1538","1512"
"8224","NM_001108986","184","253","206","322","232","236","352","411","470"
"8225","NM_001105941","380","501","386","435","468","480","486","359","346"
"8226","NM_001033070","410","492","549","686","510","678","869","998","1098"
"8227","NM_017203","24","25","28","16","17","13","29","24","33"
"8228","NM_017125","570","1284","912","1000","1200","1115","1711","1400","1830"
"8229","NM_001109281","44","77","73","72","68","70","79","90","106"
"8230","NM_053690","469","472","531","478","403","645","639","829","852"
"8231","NM_001105940","757","766","754","661","594","1154","1396","1461","1312"
"8232","NM_001024276","6871","10718","10300","18370","5425","1775","18387","12984","13501"
"8233","NM_030842","426","629","721","429","223","782","907","709","792"
"8234","NM_001000054","0","0","0","0","0","0","0","0","0"
"8235","NM_001000708","0","0","0","0","0","0","0","2","0"
"8236","NM_001000707","0","0","0","0","0","0","0","0","0"
"8237","NM_001000497","0","0","0","0","0","0","0","0","0"
"8238","NM_001000586","0","0","0","0","0","0","0","0","0"
"8239","NM_001000055","0","0","0","0","0","0","0","0","0"
"8240","NM_001000056","0","0","0","0","0","0","0","0","0"
"8241","NM_001001382","0","0","0","0","0","0","0","0","0"
"8242","NM_001000061","0","0","0","0","0","0","0","0","0"
"8243","NM_001000060","0","0","0","0","0","0","0","0","0"
"8244","NM_001000940","0","0","0","0","0","0","0","0","0"
"8245","NM_001000059","0","0","0","0","0","0","0","0","0"
"8246","NM_001000058","0","0","0","0","0","0","0","0","0"
"8247","NM_001001361","0","0","0","0","0","0","0","0","0"
"8248","NM_001000057","0","0","0","0","0","0","0","0","0"
"8249","NM_001001357","0","0","0","0","0","0","0","0","0"
"8250","NM_001000706","0","0","0","0","0","0","0","0","0"
"8251","NM_001001355","0","0","0","0","0","0","0","0","0"
"8252","NM_001000696","0","0","0","0","0","0","0","0","0"
"8253","NM_001001360","0","0","0","0","0","0","0","0","0"
"8254","NM_001001359","0","0","0","0","0","0","0","0","0"
"8255","NM_001001354","0","0","0","0","0","0","0","0","0"
"8256","NM_001000587","0","0","0","0","0","0","0","0","0"
"8257","NM_001001356","0","0","0","0","0","0","0","0","0"
"8258","NM_001001385","0","0","0","0","0","0","0","0","0"
"8259","NM_001000705","0","0","0","0","0","0","0","0","0"
"8260","NM_001000588","0","0","0","0","0","0","0","0","0"
"8261","NM_001000704","0","0","0","0","0","0","0","0","0"
"8262","NM_001001386","0","0","0","0","0","0","0","0","0"
"8263","NM_001001367","0","0","0","0","0","0","0","0","0"
"8264","NM_001001387","0","0","0","0","0","0","0","0","0"
"8265","NM_001001368","0","0","0","0","0","0","0","0","0"
"8266","NM_001001369","0","0","0","0","0","0","0","0","0"
"8267","NM_001001370","0","0","0","0","0","0","0","0","0"
"8268","NM_001000074","0","0","0","0","0","0","0","0","0"
"8269","NM_001000703","0","0","0","0","0","0","0","0","0"
"8270","NM_001000073","0","0","0","0","0","0","0","0","0"
"8271","NM_001001381","0","0","0","0","0","0","0","0","0"
"8272","NM_001000486","0","0","0","0","0","0","0","0","0"
"8273","NM_001000589","0","0","0","0","0","0","0","0","0"
"8274","NM_001000487","0","0","0","0","0","0","0","0","0"
"8275","NM_001001073","0","0","0","0","0","0","0","0","0"
"8276","NM_001000702","0","0","0","0","0","0","0","0","0"
"8277","NM_001001074","0","0","0","0","0","0","0","0","0"
"8278","NM_001000590","0","0","0","0","0","0","0","0","0"
"8279","NM_001006597","0","0","0","0","0","0","0","0","0"
"8280","NM_001000938","0","0","0","0","0","0","0","0","0"
"8281","NM_001000700","0","0","0","0","0","0","0","0","0"
"8282","NM_001000077","0","0","0","0","0","0","0","0","0"
"8283","NM_001001371","0","0","0","0","0","0","0","0","0"
"8284","NM_001000075","0","0","0","0","0","0","0","0","0"
"8285","NM_001000076","0","0","0","0","0","0","0","0","0"
"8286","NM_001000071","0","0","0","0","0","0","0","0","0"
"8287","NM_001000699","0","0","0","0","0","0","0","0","0"
"8288","NM_001000070","0","0","0","0","0","0","0","0","0"
"8289","NM_001000069","0","0","0","0","0","0","0","0","0"
"8290","NM_001001075","0","0","0","0","0","0","0","0","0"
"8291","NM_001000068","0","0","0","0","0","0","0","0","0"
"8292","NM_001001366","0","0","0","0","0","0","0","0","0"
"8293","NM_001001365","0","0","0","0","0","0","0","0","0"
"8294","NM_001001364","0","0","0","0","0","0","0","0","0"
"8295","NM_001001363","0","0","0","0","0","0","0","0","0"
"8296","NM_001000067","0","0","0","0","0","0","0","0","0"
"8297","NM_001001362","0","0","0","0","0","0","0","0","0"
"8298","NM_001000066","0","8","2","4","0","2","0","2","0"
"8299","NM_001000072","3","0","0","0","2","0","0","0","0"
"8300","NM_001000698","0","0","0","0","0","0","0","0","0"
"8301","NM_001000065","0","0","0","0","0","0","0","0","0"
"8302","NM_001000064","0","0","0","0","0","0","0","0","0"
"8303","NM_001001076","0","0","0","0","0","0","0","0","0"
"8304","NM_001000498","0","0","0","0","0","0","0","0","0"
"8305","NM_001000697","0","0","0","0","0","0","0","0","0"
"8306","NM_001001077","0","0","0","0","0","0","0","0","0"
"8307","NM_001000522","0","0","0","0","0","0","0","0","0"
"8308","NM_001000591","0","0","0","0","0","0","0","0","0"
"8309","NM_001000063","0","0","0","0","0","0","0","0","0"
"8310","NM_001000062","0","0","0","0","0","0","0","0","0"
"8311","NM_001105942","0","2","0","2","0","2","4","0","4"
"8312","NM_133390","222","295","240","234","241","239","336","448","369"
"8313","NM_001106771","70","94","83","118","64","135","227","243","306"
"8314","NM_001139487","148","93","161","77","124","123","228","127","102"
"8315","NM_001031649","139","196","111","180","133","166","246","326","339"
"8316","NM_001039013","251","358","293","241","192","248","320","206","258"
"8317","NM_001108075","6","0","2","8","4","2","12","4","24"
"8318","NM_019220","2657","3288","2822","2721","2544","2354","4290","3785","4666"
"8319","NM_031033","316","328","381","406","397","380","588","843","862"
"8320","NM_053542","46","22","16","26","1","13","14","28","60"
"8321","NM_001108074","239","296","272","278","290","284","391","390","666"
"8322","NM_031567","650","733","899","817","953","712","1266","1263","1655"
"8323","NM_001135603","0","2","2","2","0","0","12","36","96"
"8324","NM_001025006","421","505","517","738","874","669","983","1274","1330"
"8325","NM_001106770","436","584","520","504","660","706","906","1080","1164"
"8326","NM_001108731","627","671","585","562","881","873","944","967","1024"
"8327","NM_031781","837","1103","1011","1068","881","1424","1754","1782","1579"
"8328","NM_001081447","300","332","349","401","289","404","445","519","557"
"8329","NM_001108073","175","143","135","363","170","255","839","677","1119"
"8330","NM_001109282","4","3","2","8","2","10","0","4","5"
"8331","NM_001108730","56","54","67","77","44","61","167","347","390"
"8332","NM_017054","47","80","58","67","18","19","78","56","43"
"8333","NM_001009967","5","10","6","1","4","5","6","8","9"
"8334","NM_001033970","0","0","0","0","0","0","0","0","0"
"8335","NM_021859","27","21","12","24","15","7","39","32","40"
"8336","NM_017245","27002","32891","28911","32166","37485","35301","62292","78565","76984"
"8337","NM_022546","470","634","484","543","475","665","1004","1534","1729"
"8338","NM_001040190","0","0","0","4","2","0","0","0","0"
"8339","NM_054002","428","475","757","632","818","691","525","724","889"
"8340","NM_001100757","255","366","315","219","268","280","442","416","595"
"8341","NM_022703","636","811","743","862","1067","1155","1251","1539","1488"
"8342","NM_001108987","0","0","0","0","0","0","0","0","0"
"8343","NM_172075","168","212","225","281","221","367","605","985","1092"
"8344","NM_001012115","5272","7361","5621","6782","3390","5154","9305","14394","10184"
"8345","NM_001008356","256","346","280","377","288","338","449","526","430"
"8346","NM_001047100","0","3","0","1","0","0","3","2","8"
"8347","NM_001305235","118","152","142","151","80","141","210","177","269"
"8348","NM_145781","705","899","729","847","998","917","1927","2172","2343"
"8349","NM_001008321","54","53","34","89","945","261","93","761","296"
"8350","NM_001109591","0","0","0","2","0","0","0","0","1"
"8351","NM_139081","0","0","0","0","0","0","0","0","0"
"8352","NM_001108732","114","158","127","139","115","153","309","297","371"
"8353","NM_012902","2","2","0","0","0","0","0","2","0"
"8354","NM_001301048","0","0","0","0","0","0","0","0","0"
"8355","NM_001108733","481","593","660","1865","1059","740","870","965","1528"
"8356","NM_001108072","225","361","291","262","229","244","469","511","534"
"8357","NM_001297557","0","0","0","0","0","0","0","0","0"
"8358","NM_001109609","0","0","0","4","0","2","2","0","2"
"8359","NM_001011986","268","228","294","373","316","379","413","655","642"
"8360","NM_023102","0","0","0","0","0","0","0","0","0"
"8361","NM_001033870","13","18","11","22","26","18","63","37","32"
"8362","NM_001108734","153","138","106","189","118","203","238","215","436"
"8363","NM_001011985","2519","3688","2716","3456","2156","1373","6976","5855","5562"
"8364","NM_001012114","409","587","509","663","697","626","719","901","1025"
"8365","NM_001127604","171","313","237","207","190","117","237","316","340"
"8366","NM_001103361","54","58","73","31","76","129","87","128","123"
"8367","NM_001006983","972","1217","1111","1091","1184","1105","1476","1419","1596"
"8368","NM_001126097","0","0","0","0","0","0","0","0","0"
"8369","NM_133524","11","12","12","12","6","16","18","14","13"
"8370","NM_001170557","4","2","4","3","0","0","6","10","11"
"8371","NM_001287109","0","0","0","0","0","0","0","0","0"
"8372","NM_001108735","505","703","598","717","492","855","1158","1020","1552"
"8373","NM_001035237","22","20","11","23","10","21","50","41","48"
"8374","NM_001106769","36","20","32","10","4","12","38","26","38"
"8375","NM_001013218","4544","5498","3458","8404","10953","10332","13957","13869","13396"
"8376","NM_017151","1541","1928","1488","1466","1760","2094","3069","4191","4622"
"8377","NM_001025742","693","780","597","658","786","541","576","1167","993"
"8378","NM_133559","56","86","55","100","77","59","170","204","193"
"8379","NM_012793","4426","4759","3962","3525","2026","2175","5625","4336","3400"
"8380","NM_001108736","122","162","138","150","93","148","214","210","254"
"8381","NM_001008525","409","1174","800","1111","1223","943","1200","1272","1136"
"8382","NM_001007657","208","226","209","481","746","368","454","547","609"
"8383","NM_001168670","0","2","4","0","2","2","4","0","3"
"8384","NM_139106","1744","2294","1794","1871","3584","2517","3277","3683","3677"
"8385","NM_031147","373","580","236","442","813","576","373","463","538"
"8386","NM_001108069","957","1270","1164","1061","1453","1326","1567","1544","1792"
"8387","NM_001108070","8","14","13","12","25","16","16","13","13"
"8388","NM_001109283","90","101","91","138","120","184","261","317","353"
"8389","NM_001191577","345","500","520","501","840","605","352","532","533"
"8390","NM_001039027","276","367","243","343","279","358","567","696","783"
"8391","NM_001109614","678","958","774","791","1131","1024","1692","2409","2283"
"8392","NM_001108067","259","321","207","478","160","285","347","337","388"
"8393","NM_133308","6","10","11","15","20","14","16","18","11"
"8394","NM_017165","10","4","4","6","3","1","122","15","14"
"8395","NM_001039849","24","35","23","15","40","14","25","30","16"
"8396","NM_001100886","1386","1697","1542","1472","2325","2038","2652","2753","3103"
"8397","NM_207598","32","63","63","98","59","59","105","119","138"
"8398","NM_001106768","628","801","582","682","672","651","974","1212","1214"
"8399","NM_001106767","0","0","0","0","0","0","1","0","4"
"8400","NM_001109284","2","2","4","4","4","18","0","4","6"
"8401","NM_001301151","0","0","0","0","0","0","0","0","0"
"8402","NM_022516","0","0","0","0","0","0","0","0","0"
"8403","NM_001077642","158","198","98","156","172","180","121","132","149"
"8404","NM_181634","0","0","0","0","0","0","58","127","121"
"8405","NM_001271057","15","6","4","11","4","15","31","18","25"
"8406","NM_001024264","0","0","0","0","0","0","0","0","0"
"8407","NM_023992","0","0","0","0","0","0","0","0","0"
"8408","NM_001173974","834","1412","796","848","926","1158","1139","1552","1682"
"8409","NM_001106766","459","657","572","708","794","494","744","910","884"
"8410","NM_053629","2","0","2","2","6","2","8","22","41"
"8411","NM_053684","4","6","2","8","17","6","12","25","11"
"8412","NM_057183","14","10","8","8","0","12","18","8","16"
"8413","NM_130751","12","15","18","14","39","37","21","28","31"
"8414","NM_012783","0","0","0","0","0","0","0","0","0"
"8415","NM_001109882","41","79","41","46","80","81","73","67","69"
"8416","NM_001003956","0","0","0","0","0","0","0","0","0"
"8417","NM_001033702","310","406","417","498","599","774","905","1304","1218"
"8418","NM_001109621","212","235","188","228","271","257","340","472","478"
"8419","NM_019317","0","0","0","2","0","2","0","1","0"
"8420","NM_001109285","6","4","4","9","2","0","4","6","6"
"8421","NM_001191777","0","0","0","0","0","0","0","0","0"
"8422","NM_001108065","6","12","6","8","2","2","18","18","12"
"8423","NM_001013103","384","481","498","718","746","778","1264","1527","1742"
"8424","NM_001013102","0","0","0","0","0","0","0","0","0"
"8425","NM_139252","230","275","257","239","329","259","1166","862","1205"
"8426","NM_133563","5","2","1","2","2","5","3","2","1"
"8427","NM_001108737","193","228","196","165","147","206","407","344","418"
"8428","NM_001000421","0","0","0","0","0","0","0","2","0"
"8429","NM_001000998","0","0","0","0","0","0","0","0","0"
"8430","NM_207597","0","0","0","0","0","0","0","0","0"
"8431","NM_001000712","0","0","0","0","0","0","0","0","0"
"8432","NM_001000941","0","0","0","0","0","0","0","0","0"
"8433","NM_001000711","0","0","0","0","0","0","0","0","0"
"8434","NM_001000592","0","0","0","0","0","0","0","0","0"
"8435","NM_173335","0","0","0","0","0","0","0","0","0"
"8436","NM_001000710","0","0","0","0","0","0","0","0","0"
"8437","NM_001000709","0","0","0","0","0","0","0","0","0"
"8438","NM_032065","8","0","0","4","5","0","37","3","0"
"8439","NM_001000420","0","0","0","0","0","0","0","0","0"
"8440","NM_001000419","0","0","0","0","0","0","0","0","0"
"8441","NM_001191776","0","0","0","0","0","0","0","0","0"
"8442","NM_001000418","0","0","0","0","0","0","0","0","0"
"8443","NM_001025774","0","0","0","0","0","0","0","0","0"
"8444","NM_001108738","801","1072","816","958","1574","1265","1244","1019","1321"
"8445","NM_001191876","65","49","36","54","54","71","99","99","137"
"8446","NM_001108988","2","0","0","0","0","0","0","6","0"
"8447","NM_053855","817","883","865","914","1285","1432","1163","1672","1761"
"8448","NM_001108064","555","557","593","654","554","491","722","824","969"
"8449","NM_001013946","1548","2576","1458","1065","1119","975","1089","1014","1194"
"8450","NM_001134562","75","103","87","66","44","103","125","102","144"
"8451","NM_173124","33","0","13","24","19","39","53","21","22"
